All Establishment Details,,,,,,,,,,,,
Mar-17,,,,,,,,,,,,
Report Date: 05/01/2017 08:52 AM,,,,,,,,,,,,
Establishment,License Number,Municipality,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,NTI,NTI Tax Rate (30%),State Share,Municipality Share
Virgina Murphy,120712565,La Salle County,4,100844.99,95321.32,5523.67,28433,22909.3,5523.7,1657.15,1380.96,276.19
VIRGINIA D. BRZENK,140702864,McHenry County,5,72871.48,69727,3144.48,24948,21803.52,3144.48,943.38,786.15,157.23
"Visionquest Unlimited, Inc.",120702296,Mount Morris,2,14821.7,13386.61,1435.09,5113,3677.91,1435.09,430.54,358.78,71.76
"VITALE FAMILY, INC.",130706451,Paris,3,34104.76,29992.79,4111.97,12265,8153.03,4111.97,1233.63,1028.02,205.61
"Vito's Ristorante,Inc.",160700520,Roscoe,4,31001.62,28207.21,2794.41,14646,11851.59,2794.41,838.34,698.62,139.72
Vivian A. Nelson,130700846,Ava,4,116831.66,111244.07,5587.59,32739,27151.19,5587.81,1676.38,1396.98,279.4
Vlleznit Corporation,130702841,Pontiac,4,143175.96,133135.79,10040.17,27513,17472.88,10040.12,3012.08,2510.07,502.01
VLWilliams Enterprise Corporation,150703013,Collinsville,5,43777.78,39555.43,4222.35,13493,9270.3,4222.7,1266.85,1055.71,211.14
VMR Consulting LLC,150700520,Sandwich,5,198683.49,182221.21,16462.28,71704,55241.47,16462.53,4938.71,4115.59,823.12
"Volver Cantina & Grill, Corp.",150704208,Palos Hills,1,15.2,0.2,15,15,0,15,4.5,3.75,0.75
VonFalc's Gridiron Grill Inc. ,120705514,Breese,3,85737.45,77985.52,7751.93,28966,21214.07,7751.93,2325.56,1937.97,387.59
"Votaw-Swank Post No. 458, American Legion",160902856,Neoga,4,115855.68,106690.81,9164.87,33568,24403.15,9164.85,2749.52,2291.27,458.25
"VPEN, INC.",120705002,Merrionette Park,5,479629.83,437552.36,42077.47,152481,110403.53,42077.47,12623.27,10519.39,2103.88
"Vrina, Inc.",130706318,Northlake,5,350961.69,322849.98,28111.71,104542,76430.29,28111.71,8433.54,7027.95,1405.59
"VS PUB, INC.",120711525,Round Lake Beach,5,127651.18,116412.27,11238.91,40704,29465.39,11238.61,3371.65,2809.71,561.94
Vuelve A La Vida Restaurant Inc.,150700432,Melrose Park,4,156146.05,142858.17,13287.88,51801,38513.42,13287.58,3986.33,3321.94,664.39
"VYV Development, Corp.",120704835,Coal Valley,2,48131.64,43691.4,4440.24,14625,10184.46,4440.54,1332.17,1110.14,222.03
"W. M. Clasen's, Inc.",130703228,Union,4,87717.88,80444.77,7273.11,29413,22139.92,7273.08,2181.96,1818.3,363.66
"W. T. Funderburk, Inc.",120701168,Pocahontas,3,24999.72,23968.44,1031.28,6879,5847.64,1031.36,309.44,257.87,51.57
W.P.S. Inc.,130703152,Carbondale,5,147618.12,130912.14,16705.98,56613,39907.05,16705.95,5011.83,4176.52,835.31
"Wa-Pa-Ghetti's, Inc.",160701396,Wheeling,3,112125.48,102925.25,9200.23,34810,25609.77,9200.23,2760.07,2300.06,460.01
WABB ENTERPRISES OF ILLINOIS LLC,130705636,West City,5,663739.24,611621.86,52117.38,162475,110357.62,52117.38,15635.26,13029.38,2605.88
WABB Enterprises of Illinois LLC,130700063,Olney,5,534939.89,492430.09,42509.8,135353,92843.2,42509.8,12753.01,10627.51,2125.5
WABB ENTERPRISES OF ILLINOIS LLC,120705898,Du Quoin,5,215764.11,198902.48,16861.63,61320,44458.37,16861.63,5058.52,4215.44,843.08
WABB ENTERPRISES OF ILLINOIS LLC,120711434,Eldorado,5,232361.67,213199.28,19162.39,78354,59191.63,19162.37,5748.74,4790.62,958.12
WABB ENTERPRISES OF ILLINOIS LLC,130705247,Murphysboro,5,350319.96,331563.66,18756.3,98551,79794.7,18756.3,5626.95,4689.12,937.83
WABB Enterprises of Illinois LLC,130700067,Salem,5,299761.01,277172.24,22588.77,89674,67085.23,22588.77,6776.66,5647.22,1129.44
WABB ENTERPRISES OF ILLINOIS LLC,120705901,Harrisburg,5,442246.53,409997.43,32249.1,102099,69849.9,32249.1,9674.78,8062.31,1612.47
WABB ENTERPRISES OF ILLINOIS LLC,120711437,Herrin,5,446682.69,415811.79,30870.9,136327,105456.1,30870.9,9261.22,7717.68,1543.54
WABB ENTERPRISES OF ILLINOIS LLC,120706997,Carmi,5,451833.04,417811.22,34021.82,132284,98262.13,34021.87,10206.61,8505.51,1701.1
WACHTER INVESTMENTS CORP.,150701634,Mount Sterling,3,58226.25,52277.9,5948.35,15750,9801.65,5948.35,1784.53,1487.11,297.42
"Wagon Wheel Tavern, Inc.",130703949,Waverly,5,397866.29,364311.65,33554.64,143169,109614.36,33554.64,10066.45,8388.71,1677.74
"Wagoner Lanes, Inc.",120700581,Hoopeston,5,275016.02,250430.98,24585.04,82741,58155.96,24585.04,7375.57,6146.31,1229.26
"WAIDLEY POST NO: 468, VETERANS OF FOREIGN WARS OF THE UNITED STATES, INC.",120911790,Aurora,4,155278.92,141797.22,13481.7,43496,30014.3,13481.7,4044.48,3370.4,674.08
"Walby's Place, Inc.",150702014,Ashland,5,173382.14,159708.52,13673.62,57827,44153.38,13673.62,4102.06,3418.39,683.67
"WALDO COONEY, INC.",150703552,Worth,3,71757.53,65386.28,6371.25,26441,20069.75,6371.25,1911.41,1592.84,318.57
"Walker Danforth Post No. 9016, Veterans of Foreign Wars of the United States, Inc.",150903344,Washington,3,31188.6,26976.68,4211.92,9817,5605.08,4211.92,1263.61,1053.01,210.6
Wallace & Jager Inc.,140703474,Will County,4,87111.17,80164.44,6946.73,22605,15658.42,6946.58,2083.96,1736.64,347.32
"Wallace Trading Post, Inc.",120708422,Oakford,4,81277.16,73679.25,7597.91,30700,23102.09,7597.91,2279.36,1899.47,379.89
"WALNUT STREET WINERY PLUS SAUNAS, INC.",150704178,Rochester,5,323812.71,307438.85,16373.86,103970,87595.96,16374.04,4912.19,4093.5,818.69
Walsh's Inn Inc.,160700762,Monroe County,4,159044.95,146143.19,12901.76,42186,29284.25,12901.75,3870.58,3225.49,645.09
WALTER GRAHAM UNIT N. 332 AMERICAN LEGION,120904136,Rockton,5,216792.66,197174.21,19618.45,66904,47285.55,19618.45,5885.55,4904.62,980.93
"Walter Jones Post 2876, Veterans of Foreign Wars, Inc.",120909890,Villa Grove,5,148502.74,136899.12,11603.62,46892,35288.43,11603.57,3481.15,2900.96,580.19
Walter R. Karstens,120706255,Moline,5,490534.91,455569.8,34965.11,162836,127870.89,34965.11,10489.55,8741.29,1748.26
"Ware Brands, Inc. ",140700406,Tilton,5,923955.64,852056.53,71899.11,264833,192933.89,71899.11,21569.84,17974.87,3594.97
"Ware Brands, Inc. ",160702109,Pekin,5,377292.38,348604.36,28688.02,115618,86929.98,28688.02,8606.47,7172.06,1434.41
"Ware Brands, Inc. ",130705844,Jacksonville,5,1043541.4,952116.9,91424.5,318220,226795.5,91424.5,27427.38,22856.15,4571.23
"Ware Brands, Inc. ",150700089,Decatur,5,942959.67,871237.6,71722.07,276983,205260.93,71722.07,21516.65,17930.54,3586.11
"Ware Brands, Inc. ",140702505,Galesburg,5,934907.56,856043.59,78863.97,251949,173085.01,78863.99,23659.27,19716.06,3943.21
Warner's MVP Lounge LLC,160702031,Sterling,5,177759.23,160362.59,17396.64,58765,41368.42,17396.58,5219.03,4349.19,869.84
WASH N WINNIE'S OF AROMA PARK INC.,140703971,Aroma Park,5,312519.99,288096.67,24423.32,104146,79722.68,24423.32,7327.01,6105.84,1221.17
"WASH N WINNIE'S OF MOMENCE, INC.",140702884,Momence,5,384528.09,359458.22,25069.87,131537,106467.13,25069.87,7521,6267.5,1253.5
"WASH N WINNIE'S OF MOMENCE, INC.",160702994,Watseka,5,156909.97,142600.97,14309,52579,38270,14309,4292.75,3577.3,715.45
"Watch City Aerie No. 1047, Fraternal Order of Eagles",120805981,Gilberts,5,67173.32,62536.18,4637.14,20991,16353.86,4637.14,1391.2,1159.33,231.87
WATCH CITY POST 1307 VETERANS OF FOREIGN WARS INC.,130903385,Elgin,2,27920.97,25490.6,2430.37,9244,6813.63,2430.37,729.15,607.62,121.53
"WATER STREET PUB, INC.",120706277,Peru,5,109286.08,99209.05,10077.03,32701,22623.82,10077.18,3023.24,2519.37,503.87
"Water Street Pub, Inc.",160702821,Peru,5,125761.42,113695.79,12065.63,43633,31567.37,12065.63,3619.69,3016.41,603.28
"Waterfront Marine, Inc.",120709151,Burnham,5,257847.63,239180.14,18667.49,84554,65886.51,18667.49,5600.32,4666.93,933.39
Waterfront Tavern LLC,160700115,Hennepin,4,61295.63,56574.84,4720.79,23258,18537.21,4720.79,1416.26,1180.22,236.04
"Waters Edge Partners, LLC - Channahon",160700002,Channahon,5,178507.57,165278.68,13228.89,50149,36920.11,13228.89,3968.63,3307.19,661.44
Waterworks Pizzeria & Tavern INC.,120707751,Lyons,5,384002.58,356295.05,27707.53,106548,78840.57,27707.43,8312.21,6926.84,1385.37
"WATERWORTH'S CORNER LIQUOR, INC.",160701568,Petersburg,3,78358.34,73191.08,5167.26,24961,19793.74,5167.26,1550.24,1291.87,258.37
"WATSEKA LODGE, NO. 1791, OF THE BENEVOLENT AND PROTECTIVE ORDEROF ELKS OF THE UNITED STATES OF AMERICA",130803813,Watseka,4,87045.44,79749.92,7295.52,32148,24852.48,7295.52,2188.73,1823.94,364.79
"Wauconda American Legion Post 911, Inc.",120900245,Wauconda,5,421351.38,392210.82,29140.56,98592,69450.44,29141.56,8742.53,7285.44,1457.09
"WAUCONDA BOWL, INC.",120710777,Wauconda,5,210494.23,191376.19,19118.04,72860,53742.06,19117.94,5735.43,4779.53,955.9
Wauconda Moose Lodge #1969,120802282,Wauconda,5,102901.82,92279.71,10622.11,31563,20940.78,10622.22,3186.7,2655.58,531.12
Waukegan Bally Muck Inc.,120707932,Waukegan,5,428682.15,386781.31,41900.84,150878,109134.63,41743.37,12523.02,10435.86,2087.16
Wayne & Patricia A. Bryant,120707935,Westville,5,271820.2,247633.07,24187.13,87709,63521.87,24187.13,7256.18,6046.82,1209.36
"Wayne A. Schewe, Sr.",120703140,Joliet,3,130446.12,123020.58,7425.54,43020,35594.31,7425.69,2227.7,1856.42,371.28
Wayne County Memorial Post 4535 VFW of the US Inc,120907731,Fairfield,5,289138.04,265765.51,23372.53,78680,55307.47,23372.53,7011.75,5843.12,1168.63
Wayne M. Krcmar,120700178,Port Barrington,5,130932.91,122862.68,8070.23,47376,39305.77,8070.23,2421.11,2017.6,403.51
WAYNESVILLE LEGION POST #1189,160901853,Waynesville,3,44035.46,42151.04,1884.42,14414,12529.58,1884.42,565.4,471.16,94.24
"Wayside Saloon, Inc.",160703830,Stephenson County,5,135482.91,121546.58,13936.33,47393,33456.56,13936.44,4180.99,3484.16,696.83
WAYTOWN L.L.C.,120708136,Girard,5,122765.76,110668.17,12097.59,42631,30533.41,12097.59,3629.36,3024.47,604.89
"WB's Pub-N-Grub, Inc.",130702017,Charleston,5,273493.16,250348.56,23144.6,86253,63108.4,23144.6,6943.44,5786.21,1157.23
"WC3 Playhouse, Inc.",160703479,Blandinsville,4,6138.59,5036.5,1102.09,2395,1292.91,1102.09,330.71,275.59,55.12
WD Entertainment Inc.,150700157,Richmond,2,2733.78,2720.94,12.84,1311,1298.16,12.84,3.87,3.22,0.65
"WE-B SALOON, INC.",140701331,Pittsfield,2,11063.56,10307.7,755.86,3387,2629.78,757.22,227.17,189.31,37.86
WEB  of Peoria Inc.,160703729,Peoria Heights,3,30215.16,29535.77,679.39,10033,9353.61,679.39,203.83,169.86,33.97
"Wedding, Parties & Picnic, Inc.",130702499,Kane County,5,238134.37,213431.33,24703.04,82111,57407.94,24703.06,7411.03,6175.86,1235.17
"Wedron Office, Inc.",120701221,La Salle County,5,173395.49,159945.61,13449.88,63494,50044.07,13449.93,4035.03,3362.52,672.51
Wee-Ma-Tuk Partners Inc.,150704002,Fulton County,3,13730,11986,1744,5695,3951,1744,523.2,436,87.2
"WEEZY'S ROUTE 66, LLC",120705567,Hamel,2,54456.34,51095.69,3360.65,14351,10989.85,3361.15,1008.31,840.26,168.05
"WEINHAUSE, LLC",160703093,Orion,3,39256.5,35010.38,4246.12,14571,10324.88,4246.12,1273.87,1061.56,212.31
Weiseguys LLC,160703413,McHenry County,4,26625.95,24525.44,2100.51,8624,6523.49,2100.51,630.16,525.13,105.03
"Welcome Bar & Restaurant, Inc.",120708461,Milan,4,107182.39,102406.92,4775.47,29029,24253.56,4775.44,1432.66,1193.88,238.78
"Welcome Matt Inn, Inc.",120706938,Hinckley,3,111851.62,105796.93,6054.69,26102,20047.38,6054.62,1816.43,1513.69,302.74
"WENDELL'S DUGOUT LOUNGE, INC.",130704582,East Alton,2,40907.57,38239.34,2668.23,11906,9237.77,2668.23,800.49,667.07,133.42
"Wendland's Marina, Inc.",130705200,Lake County,3,83237.09,76994.28,6242.81,28633,22390.19,6242.81,1872.85,1560.71,312.14
Wendy Gould,120706043,Morrison,5,224897.85,203665.01,21232.84,63035,41802.16,21232.84,6369.94,5308.28,1061.66
West End 6950 Corp.,120708129,Oak Lawn,5,185862.87,171425.52,14437.35,55555,41117.5,14437.5,4331.27,3609.39,721.88
"West End Bar and Restaurant, LLC",150700488,Millstadt,3,148392.7,136312.73,12079.97,44999,32919.39,12079.61,3623.88,3019.9,603.98
"West Frankfort Bowl, Inc.",120701386,West Frankfort,3,183528.28,170993.85,12534.43,42332,29797.32,12534.68,3760.43,3133.69,626.74
"West Frankfort Lodge No.795, Loyal Order of Moose",120805904,West Frankfort,5,158285.12,148568.95,9716.17,39770,30053.79,9716.21,2914.91,2429.09,485.82
"West Lane Restaurant, L.L.C.",130700207,Machesney Park,5,267879.56,245547.2,22332.36,92724,70391.26,22332.74,6699.83,5583.2,1116.63
"West Morgan Depot, Inc.",120702083,Jacksonville,5,151381.95,141926.04,9455.91,49691,40235.09,9455.91,2836.77,2363.97,472.8
"West Side Liquors, Inc.",120707519,Bloomington,5,234569.11,219931.59,14637.52,73648,59010.48,14637.52,4391.32,3659.44,731.88
"West Springfield-Furla, Inc.",120706454,Champaign,5,808338.46,747678.31,60660.15,279419,218758.73,60660.27,18198.12,15165.1,3033.02
"West State Tavern, Inc.",120710386,Jacksonville,5,188019.57,172149.93,15869.64,54285,38415.36,15869.64,4760.96,3967.47,793.49
"Westcliff, Inc.",120711235,Lansing,5,597968.5,548443.6,49524.9,207051,157526.2,49524.8,14857.44,12381.2,2476.24
"WESTMONT UPTOWN, INC.",130700238,Westmont,5,424632.81,389842,34790.81,129596,94805.14,34790.86,10437.37,8697.81,1739.56
Westport 33 Inc.,130704363,Lawrence County,5,736376.36,679834.76,56541.6,251595,195053.46,56541.54,16962.46,14135.39,2827.07
"WESTSIDE LOUNGE, INC. ",120700785,Newton,4,138793.69,129137.51,9656.18,39583,29926.99,9656.01,2896.87,2414.05,482.82
"Westwoods Lodge of Sangamon County, Inc.",120709066,Springfield,5,341721.86,318322.52,23399.34,107520,84120.66,23399.34,7019.86,5849.89,1169.97
"WHAT'S UP, INCORPORATED",130700541,Calumet City,3,48161.48,43223.96,4937.52,12521,7583.48,4937.52,1481.25,1234.38,246.87
WHEATLAND MUSIC LLC,160702674,Wauconda,4,24609.17,22767.51,1841.66,7335,5493.34,1841.66,552.53,460.45,92.08
"WHIRL WIND OF PEORIA, INC.",120700487,Peoria,3,90743.73,85521.92,5221.81,23594,18372.19,5221.81,1566.56,1305.47,261.09
"WHISKERZ PUB, INC.",150701518,Lacon,4,118078.14,109721.54,8356.6,37796,29439.4,8356.6,2506.93,2089.11,417.82
"Whiskey Barrel Saloon, LLC",140700643,Rock Falls,5,247940.34,226206.32,21734.02,81913,60179.09,21733.91,6520.25,5433.54,1086.71
"Whiskey's Roadhouse, Inc.",120700655,Rockford,5,584386.92,532170.45,52216.47,189258,137041.53,52216.47,15664.99,13054.16,2610.83
Whistle Stop Saloon LLC,160701144,Altamont,5,297983.51,273442.66,24540.85,74290,49749.05,24540.95,7362.3,6135.26,1227.04
"WHIT'S END 51, INC.",130702139,Macon,5,122050.19,111441.85,10608.34,34143,23534.66,10608.34,3182.57,2652.15,530.42
"Whit's of Decatur, Inc.",120711444,Decatur,5,298162.92,272266.64,25896.28,94556,68659.92,25896.08,7768.84,6474.04,1294.8
"White County Post 3851, Veterans of Foreign Wars of the United States",140900494,Carmi,5,81727.6,76164.86,5562.74,20284,14721.26,5562.74,1668.82,1390.69,278.13
WHITE EAGLE CLUB OF ROCKFORD,120702215,Rockford,5,323750.81,301821.88,21928.93,97602,75673,21929,6578.76,5482.3,1096.46
"White Horse Inn, Inc.",120703186,Moline,3,114812.29,105931.23,8881.06,34045,25107.12,8937.88,2681.4,2234.5,446.9
WHITE HORSE TAVERN INC.,130705822,Quincy,2,177059.56,164905.6,12153.96,45955,33754.01,12200.99,3660.31,3050.25,610.06
"White Oak Tap, Inc.",120705358,Canton,5,548504.25,513074.82,35429.43,166821,131391.57,35429.43,10628.9,8857.42,1771.48
"White Top Inn, Inc.",120709419,St. Clair County,3,134327.81,123328.97,10998.84,42385,31386.16,10998.84,3299.72,2749.77,549.95
Whitetails ...Fire Pit & Grill Company,120710676,Glasford,3,115694.94,109187.56,6507.38,38994,32486.62,6507.38,1952.3,1626.91,325.39
"Whitey's Tip Top, Inc.",120705434,Peoria,5,244938.16,223183.92,21754.24,89599,67844.52,21754.48,6526.36,5438.64,1087.72
"Whitlock Chiefs, Inc.",120704257,Gillespie,4,124737.03,116540.53,8196.5,40852,32655.5,8196.5,2459,2049.17,409.83
"Whitlock Chiefs, Inc.",120704255,Litchfield,5,124567.14,115344.1,9223.04,39350,30126.96,9223.04,2766.86,2305.72,461.14
"Whits End 48, Inc.",140701255,Taylorville,5,163406.71,146290.01,17116.7,51811,34694.66,17116.34,5134.97,4279.14,855.83
Why Not LLC,160700382,Stewardson,2,6355.78,5924.74,431.04,1928,1496.96,431.04,129.32,107.77,21.55
"WHY NOT STOP, LLC",140700975,Clifton,5,67017.03,58238.74,8778.29,28291,19512.69,8778.31,2633.56,2194.63,438.93
"WICKED ANGELS, INC.",120705740,Kankakee,5,75333.38,69242.73,6090.65,27047,20956.65,6090.35,1827.14,1522.61,304.53
WIGGLERS LLC,140703592,Madison County,5,224510.04,212166.89,12343.15,63162,50818.87,12343.13,3703.02,3085.85,617.17
"WILCO FAST BREAK, INC.",150701437,Adams County,3,122270.72,115888.92,6381.8,28471,22089.12,6381.88,1914.57,1595.47,319.1
Wild Dog Saloon Incorporated,120705737,Decatur,5,287732.89,261549.47,26183.42,91647,65463.6,26183.4,7855.1,6545.92,1309.18
"WILD DREAMS, INC.",160702643,Harvard,5,299737.18,277155.53,22581.65,100013,77431.35,22581.65,6774.5,5645.42,1129.08
"WILD DREAMS, INC.",160703611,Cherry Valley,4,109445.21,100307.51,9137.7,37689,28551.6,9137.4,2741.28,2284.4,456.88
"WILD HARE BAR AND GRILL, INC.",160703681,Fisher,4,152488.5,142305.98,10182.52,49440,39257.53,10182.47,3054.74,2545.62,509.12
"Wild Horses Rockford,Inc",140702737,Cherry Valley,5,483176.02,446910.77,36265.25,142743,106477.69,36265.31,10879.64,9066.37,1813.27
Wild Life LLC,160700561,Long Creek,5,309168.16,283401.7,25766.46,98931,73164.23,25766.77,7730.1,6441.75,1288.35
"WILD PICKINS, INC.",150700374,Macoupin County,3,25399.02,26082.81,-683.79,7237,7920.79,-683.79,-205.11,-170.92,-34.19
"WILD WILD WESTMOR LANES, LLC",130700967,Rockford,5,410586.29,382598.58,27987.71,150820,122832.29,27987.71,8396.32,6996.93,1399.39
"Wild Willie's, Inc.",120700146,Fairbury,5,212766.66,192668.68,20097.98,53338,33240.02,20097.98,6029.38,5024.49,1004.89
"Wild Willy's, Inc.",120701211,Brocton,5,172714.76,172750.47,-35.71,40882,40917.71,-35.71,-10.69,-8.91,-1.78
"Wild, Inc.",120712877,Collinsville,4,46088.15,43144.34,2943.81,14087,11143.21,2943.79,883.14,735.95,147.19
"Wiley-Mumford Post #764 of the American Legion, Inc.",150902847,Toledo,5,147084.73,135534.55,11550.18,48649,37096.79,11552.21,3465.77,2888.14,577.63
"WILK'S, INC.",120708466,Streator,5,288336,273299.63,15036.37,89053,74016.89,15036.11,4510.81,3759.01,751.8
Willa Simmons,120704790,McClure,3,154193.19,144257.86,9935.33,36402,26466.67,9935.33,2980.62,2483.86,496.76
"Willard L. Velie Jr. Post No. 2153, Veterans of Foreign Wars of the United States, Inc.",120902253,Moline,3,41937.48,39045.13,2892.35,11975,9082.65,2892.35,867.73,723.11,144.62
William A. Eastman,120705333,Dixon,5,177814.49,164671.94,13142.55,57249,44106.45,13142.55,3942.85,3285.71,657.14
William Baldock,140700006,Vandalia,4,54906.33,50293.2,4613.13,15752,11138.87,4613.13,1383.94,1153.29,230.65
"WILLIAM F. EARNEST, POST NO. 559",140900959,Champaign,5,205429.24,190728.9,14700.34,75904,61203.66,14700.34,4410.16,3675.14,735.02
William J. Burton,120707439,Christian County,4,127603.09,119933.81,7669.28,42407,34737.62,7669.38,2300.87,1917.39,383.48
WILLIAM JOHN OPSAHL,120700794,Rockford,5,401502.78,371741.07,29761.71,117664,87902.29,29761.71,8928.52,7440.44,1488.08
William Lee Mullarkey,130703211,Stephenson County,5,230516.83,207918.47,22598.36,83721,61122.64,22598.36,6779.49,5649.58,1129.91
William Macklin,130701229,Effingham County,5,200087.04,188241.4,11845.64,67497,55651.36,11845.64,3553.75,2961.46,592.29
William Martin VFW Post 725,120911211,Mokena,5,337221.44,309851.74,27369.7,99055,71685.3,27369.7,8211.02,6842.52,1368.5
"William Schaefer Post No.44 American Legion, Department of Illinois",120902015,Pekin,4,103540.74,94056.3,9484.44,27525,18040.56,9484.44,2845.44,2371.21,474.23
WILLIAM TALLMAN JR,130700262,Rockdale,3,61156.82,57106.36,4050.46,18160,14109.54,4050.46,1215.16,1012.64,202.52
William Worthen Inc.,120705731,Greenville,4,351689.9,322433.4,29256.5,98593,69336.5,29256.5,8777.12,7314.26,1462.86
William Worthen Inc.,120705731,Bond County,0,-194560.72,-176976.08,-17584.64,-59212,-41627.36,-17584.64,-5275.48,-4396.23,-879.25
"Williams Family, Inc.",150704085,Scott County,5,166374.55,149740.2,16634.35,54426,37791.55,16634.45,4990.31,4158.59,831.72
Williams Street Corporation,160701570,Crystal Lake,3,78361.43,68977.29,9384.14,29628,20243.96,9384.04,2815.23,2346.03,469.2
"WILLIAMS STREET VENTURES, INC.",160701324,Crystal Lake,3,169644.75,152166.09,17478.66,57694,40215.34,17478.66,5243.63,4369.69,873.94
"Williamson Post 147, American Legion",120713101,Williamson County,5,223636.46,200641.42,22995.04,64178,41193.03,22984.97,6895.6,5746.34,1149.26
"WILLIAMSON TAVERN, INC.",120710056,Sterling,5,238284.01,220666.28,17617.73,71140,53522.34,17617.66,5285.3,4404.42,880.88
"WILLIAMSON'S RESTAURANT AND BAR, INC.",160700521,New Lenox,5,120228.92,111151.97,9076.95,39279,30202.1,9076.9,2723.02,2269.19,453.83
Willies West End Inc.,120711574,Waterloo,5,500710.88,461116.24,39594.64,135811,96216.36,39594.64,11878.43,9898.69,1979.74
Willison Enterprises LLC,160700793,Oakland,4,20445.47,20978.26,-532.79,8215,8747.79,-532.79,-159.8,-133.17,-26.63
"WILLOW SPRINGS FRIENDLY TAP, INC.",160700895,Willow Springs,5,180911.72,162127.54,18784.18,58922,40137.82,18784.18,5635.37,4696.14,939.23
"WILLY'S PUB, INC.",120701255,Dwight,5,223577.37,207721.91,15855.46,71551,55695.54,15855.46,4756.68,3963.9,792.78
"Wilmington Lodge No. 241, Loyal Order of Moose",120806275,Wilmington (Will),5,151419.52,134796.74,16622.78,44357,27734.71,16622.29,4986.77,4155.64,831.13
"Wilson, Inc.",120712301,Carlinville,5,228576.96,207550.9,21026.06,75242,54215.94,21026.06,6307.86,5256.55,1051.31
